id	theta	r	color	phy
s__Roseburia hominis	1.6969324528863967	160	#1B9E77	p__Firmicutes_A
s__Faecalicatena gnavus	1.697404872834305	320	#1B9E77	p__Firmicutes_A
s__Sporanaerobacter acetigenes	1.7028838582071717	280	#1B9E77	p__Firmicutes_A
s__Tyzzerella nexilis	1.7033363677358193	260	#1B9E77	p__Firmicutes_A
s__UBA9502 sp003506385	1.7040563784725526	360	#1B9E77	p__Firmicutes_A
s__Anaerotruncus colihominis	1.7056142836272008	340	#1B9E77	p__Firmicutes_A
s__Clostridium_M sp001517625	1.7076406383723164	240	#1B9E77	p__Firmicutes_A
s__CAG-41 sp900066215	1.715995987254929	380	#1B9E77	p__Firmicutes_A
s__KLE1615 sp900066985	1.7168014773621894	220	#1B9E77	p__Firmicutes_A
s__Ruthenibacterium sp003149955	1.7290570093441568	400	#1B9E77	p__Firmicutes_A
s__Intestinibacter bartlettii	1.7395721630234047	100	#1B9E77	p__Firmicutes_A
s__Criibacterium bergeronii	1.7430853574156306	420	#1B9E77	p__Firmicutes_A
s__TF01-11 sp003149875	1.7563354514975682	200	#1B9E77	p__Firmicutes_A
s__Peptostreptococcus anaerobius	1.7580052955138532	300	#1B9E77	p__Firmicutes_A
s__Negativibacillus massiliensis	1.759659788270602	360	#1B9E77	p__Firmicutes_A
s__Eubacterium_G sp000435815	1.760236725906101	320	#1B9E77	p__Firmicutes_A
s__Faecalicatena lactaris	1.7648896167138006	340	#1B9E77	p__Firmicutes_A
s__Faecalicatena torques	1.7687958637858499	380	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900066165	1.7726734556975456	140	#1B9E77	p__Firmicutes_A
s__CAG-145 sp002320005	1.7751043789793508	280	#1B9E77	p__Firmicutes_A
s__Eubacterium_R coprostanoligenes	1.7793224918015935	400	#1B9E77	p__Firmicutes_A
s__Dorea sp900086625	1.780906556713345	260	#1B9E77	p__Firmicutes_A
s__Eubacterium_F sp003491505	1.7833853033536045	180	#1B9E77	p__Firmicutes_A
s__CAG-81 sp900066055	1.7910486040353222	420	#1B9E77	p__Firmicutes_A
s__Butyricicoccus pullicaecorum	1.7914164424680443	240	#1B9E77	p__Firmicutes_A
s__CAG-81 sp900066535	1.8078621339879806	220	#1B9E77	p__Firmicutes_A
s__Faecalicatena sp000509105	1.8152631980686516	360	#1B9E77	p__Firmicutes_A
s__CAG-217 sp000436335	1.8161922441805656	60	#1B9E77	p__Firmicutes_A
s__PeH17 sp000435055	1.8215957403167709	380	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900066505	1.8225961590299884	160	#1B9E77	p__Firmicutes_A
s__CAG-83 sp003539495	1.8230685789778964	320	#1B9E77	p__Firmicutes_A
s__CAG-882 sp003486385	1.8241649498004004	340	#1B9E77	p__Firmicutes_A
s__Coprococcus sp000433075	1.8248476923987424	300	#1B9E77	p__Firmicutes_A
s__Eubacterium_R sp000434995	1.8295879742590304	400	#1B9E77	p__Firmicutes_A
s__Eubacterium_R sp000436835	1.8390118506550137	420	#1B9E77	p__Firmicutes_A
s__CAG-103 sp900317855	1.8398841755020896	120	#1B9E77	p__Firmicutes_A
s__Ruthenibacterium lactatiformans	1.84732489975153	280	#1B9E77	p__Firmicutes_A
s__Ruminococcus_C sp000433635	1.8537758755919322	80	#1B9E77	p__Firmicutes_A
s__An200 sp003268275	1.8576771500004647	200	#1B9E77	p__Firmicutes_A
s__Marseille-P4683 sp900232885	1.8584767456908708	260	#1B9E77	p__Firmicutes_A
s__Acetivibrio_A ethanolgignens	1.870866607866701	360	#1B9E77	p__Firmicutes_A
s__CAG-964 sp000435335	1.8743956168476916	380	#1B9E77	p__Firmicutes_A
s__TF01-11 sp000436755	1.875192246563772	240	#1B9E77	p__Firmicutes_A
s__Ruminococcus_C callidus	1.879853456716467	400	#1B9E77	p__Firmicutes_A
s__Ruminococcus_C sp000980705	1.8834402828870003	340	#1B9E77	p__Firmicutes_A
s__Butyrivibrio_A crossotus	1.8859004320496924	320	#1B9E77	p__Firmicutes_A
s__TF01-11 sp001414325	1.886975097274705	420	#1B9E77	p__Firmicutes_A
s__TF01-11 sp003524945	1.8916900892836317	300	#1B9E77	p__Firmicutes_A
s__CAG-170 sp000436735	1.8955850409818114	180	#1B9E77	p__Firmicutes_A
s__CAG-45 sp000438375	1.8989227906137716	220	#1B9E77	p__Firmicutes_A
s__GCA-900066995 sp900291955	1.9187940442366056	140	#1B9E77	p__Firmicutes_A
s__CAG-510 sp000434615	1.919545420523709	280	#1B9E77	p__Firmicutes_A
s__Lachnospira sp000436475	1.9264700176647505	360	#1B9E77	p__Firmicutes_A
s__CAG-303 sp000437755	1.9271954933786126	380	#1B9E77	p__Firmicutes_A
s__Lawsonibacter sp900066825	1.9301189391739038	400	#1B9E77	p__Firmicutes_A
s__CAG-127 sp900319515	1.9349383438943966	420	#1B9E77	p__Firmicutes_A
s__Ruminococcus_E sp900314705	1.9360469346683966	260	#1B9E77	p__Firmicutes_A
s__CAG-170 sp000432135	1.9422555600291977	100	#1B9E77	p__Firmicutes_A
s__Lachnospira eligens_B	1.9427156159736003	340	#1B9E77	p__Firmicutes_A
s__CAG-590 sp000431135	1.9482598651735803	160	#1B9E77	p__Firmicutes_A
s__Coprococcus eutactus_A	1.9487322851214883	320	#1B9E77	p__Firmicutes_A
s__Coprococcus sp000154245	1.958532486168521	300	#1B9E77	p__Firmicutes_A
s__Acetatifactor sp900066365	1.9589680506595	240	#1B9E77	p__Firmicutes_A
s__Dorea sp900066555	1.9590188485033613	200	#1B9E77	p__Firmicutes_A
s__Eubacterium_G sp000432355	1.9799953699095334	380	#1B9E77	p__Firmicutes_A
s__Eubacterium_I sp900066595	1.9803844216313404	400	#1B9E77	p__Firmicutes_A
s__CAG-95 sp000438155	1.9820734274627998	360	#1B9E77	p__Firmicutes_A
s__CAG-95 sp900066375	1.982901590514088	420	#1B9E77	p__Firmicutes_A
s__Hungatella hathewayi	1.9899834472395626	220	#1B9E77	p__Firmicutes_A
s__Blautia_A obeum_B	1.9917659412958881	280	#1B9E77	p__Firmicutes_A
s__CAG-56 sp900066615	2.0019909490602004	340	#1B9E77	p__Firmicutes_A
s__Roseburia sp003483745	2.0077847786100183	180	#1B9E77	p__Firmicutes_A
s__Roseburia intestinalis	2.0096999946150516	120	#1B9E77	p__Firmicutes_A
s__UBA737 sp002431945	2.0115641381932843	320	#1B9E77	p__Firmicutes_A
s__Blautia sp900120295	2.0136171236459224	260	#1B9E77	p__Firmicutes_A
s__Ruminococcus_E sp003526955	2.02537488305341	300	#1B9E77	p__Firmicutes_A
s__Clostridium sp001916075	2.030649904088777	400	#1B9E77	p__Firmicutes_A
s__Dorea formicigenerans	2.0308648371337794	420	#1B9E77	p__Firmicutes_A
s__Eubacterium_G ventriosum	2.0327952464404544	380	#1B9E77	p__Firmicutes_A
s__Faecalibacterium sp003449675	2.0376768372608494	360	#1B9E77	p__Firmicutes_A
s__CAG-349 sp001940895	2.0427438547552277	240	#1B9E77	p__Firmicutes_A
s__Acetatifactor sp003447295	2.060360547006258	200	#1B9E77	p__Firmicutes_A
s__Acetatifactor sp900066565	2.0612662821468	340	#1B9E77	p__Firmicutes_A
s__Mogibacterium massiliense	2.0639864620680672	280	#1B9E77	p__Firmicutes_A
s__Dorea longicatena	2.0649146327756656	140	#1B9E77	p__Firmicutes_A
s__Eisenbergiella sp900066775	2.073923571317172	160	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_K	2.0743959912650802	320	#1B9E77	p__Firmicutes_A
s__Intestinimonas butyriciproducens	2.078828083753471	420	#1B9E77	p__Firmicutes_A
s__CAG-110 sp003525905	2.0809153865462138	400	#1B9E77	p__Firmicutes_A
s__RUG806 sp900313475	2.081044103865354	220	#1B9E77	p__Firmicutes_A
s__Eubacterium_G sp000434315	2.085595122971375	380	#1B9E77	p__Firmicutes_A
s__QAMM01 sp003150405	2.091187312623448	260	#1B9E77	p__Firmicutes_A
s__CAG-411 sp000437275	2.0922172799382994	300	#1B9E77	p__Firmicutes_A
s__Bacteroides_F pectinophilus	2.0932802470588987	360	#1B9E77	p__Firmicutes_A
s__CAG-349 sp003539515	2.105103287879116	80	#1B9E77	p__Firmicutes_A
s__CAG-269 sp001916035	2.119984516238225	180	#1B9E77	p__Firmicutes_A
s__Eubacterium_I ramulus_A	2.1205416152334	340	#1B9E77	p__Firmicutes_A
s__CAG-177 sp003514385	2.1265196588509556	240	#1B9E77	p__Firmicutes_A
s__Eubacterium_R sp000433975	2.1267913303731625	420	#1B9E77	p__Firmicutes_A
s__CAG-177 sp003538135	2.1311808690036504	400	#1B9E77	p__Firmicutes_A
s__UBA11524 sp000437595	2.1362069828402466	280	#1B9E77	p__Firmicutes_A
s__ER4 sp003522105	2.137227844336876	320	#1B9E77	p__Firmicutes_A
s__ER4 sp900317525	2.138394999502296	380	#1B9E77	p__Firmicutes_A
s__Oscillibacter sp900066435	2.1416370971840193	40	#1B9E77	p__Firmicutes_A
s__Lachnospira sp000436535	2.144938957034991	100	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_J	2.1488836568569485	360	#1B9E77	p__Firmicutes_A
s__GCA-900066135 sp900066135	2.1590596768231887	300	#1B9E77	p__Firmicutes_A
s__Flavonifractor plautii	2.1617022455091544	200	#1B9E77	p__Firmicutes_A
s__CAG-269 sp000431335	2.165258094579431	60	#1B9E77	p__Firmicutes_A
s__Acutalibacter timonensis	2.1687575016009735	260	#1B9E77	p__Firmicutes_A
s__Lachnospira rogosae	2.172104760491145	220	#1B9E77	p__Firmicutes_A
s__CAG-632 sp002406015	2.174754576992854	420	#1B9E77	p__Firmicutes_A
s__Faecalicatena faecis	2.1795158137280133	120	#1B9E77	p__Firmicutes_A
s__CAG-110 sp000434635	2.17981694832	340	#1B9E77	p__Firmicutes_A
s__Marvinbryantia sp900066075	2.181446351461087	400	#1B9E77	p__Firmicutes_A
s__Coprococcus sp900066115	2.191194876033217	380	#1B9E77	p__Firmicutes_A
s__Gemmiger sp003476825	2.1995872774607634	160	#1B9E77	p__Firmicutes_A
s__Clostridium_A leptum	2.2000596974086717	320	#1B9E77	p__Firmicutes_A
s__Tyzzerella sp000411335	2.204487066654998	360	#1B9E77	p__Firmicutes_A
s__CAG-145 sp000435715	2.2084275036124255	280	#1B9E77	p__Firmicutes_A
s__Massilioclostridium coli	2.210295462946683	240	#1B9E77	p__Firmicutes_A
s__Ruminococcus_E bromii_B	2.211035221314726	140	#1B9E77	p__Firmicutes_A
s__Ruminococcus_E bromii	2.2227178236125456	420	#1B9E77	p__Firmicutes_A
s__CAG-83 sp000435975	2.2259020737080775	300	#1B9E77	p__Firmicutes_A
s__ER4 sp000765235	2.231711833918524	400	#1B9E77	p__Firmicutes_A
s__CAG-83 sp003487665	2.232184253866432	180	#1B9E77	p__Firmicutes_A
s__CAG-353 sp900066885	2.2390922814065997	340	#1B9E77	p__Firmicutes_A
s__CAG-83 sp001916855	2.243994752564138	380	#1B9E77	p__Firmicutes_A
s__Coprococcus eutactus	2.2463276905784992	260	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_D	2.260090476453047	360	#1B9E77	p__Firmicutes_A
s__Dorea sp900066765	2.2628915504804676	320	#1B9E77	p__Firmicutes_A
s__Intestinimonas massiliensis	2.263043944012051	200	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_F	2.263165417116936	220	#1B9E77	p__Firmicutes_A
s__CAG-45 sp900066395	2.270681070232237	420	#1B9E77	p__Firmicutes_A
s__Dorea longicatena_B	2.280648024384605	280	#1B9E77	p__Firmicutes_A
s__Lachnospira sp003537285	2.2819773163759605	400	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_C	2.2927444705929667	300	#1B9E77	p__Firmicutes_A
s__Roseburia inulinivorans	2.294071267042411	240	#1B9E77	p__Firmicutes_A
s__Eubacterium_E hallii_A	2.296794629095059	380	#1B9E77	p__Firmicutes_A
s__Eubacterium_E hallii	2.2983676144931997	340	#1B9E77	p__Firmicutes_A
s__GCA-900066575 sp002160765	2.3156938862510965	360	#1B9E77	p__Firmicutes_A
s__Agathobacter faecis	2.3186443168519286	420	#1B9E77	p__Firmicutes_A
s__Eubacterium_I ramulus	2.323897879556025	260	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900066145	2.3252509836043553	160	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900120195	2.3257234035522636	320	#1B9E77	p__Firmicutes_A
s__Agathobaculum butyriciproducens	2.332242798833397	400	#1B9E77	p__Firmicutes_A
s__Blautia sp003287895	2.344383991494639	180	#1B9E77	p__Firmicutes_A
s__Anaerostipes sp900066705	2.347622354040784	100	#1B9E77	p__Firmicutes_A
s__Anaerostipes hadrus_A	2.3493316328409755	120	#1B9E77	p__Firmicutes_A
s__Dorea sp000433215	2.34959450562598	380	#1B9E77	p__Firmicutes_A
s__Coprococcus_B comes	2.352868545156784	280	#1B9E77	p__Firmicutes_A
s__GCA-900066575 sp900066385	2.354226073742727	220	#1B9E77	p__Firmicutes_A
s__Blautia_A wexlerae	2.356430700166299	80	#1B9E77	p__Firmicutes_A
s__Blautia_A sp000285855	2.3571558098537864	140	#1B9E77	p__Firmicutes_A
s__Blautia_A massiliensis	2.3576429475797993	340	#1B9E77	p__Firmicutes_A
s__Gemmiger formicilis	2.359586867477856	300	#1B9E77	p__Firmicutes_A
s__Ruminococcus_D bicirculans	2.3643856425149474	200	#1B9E77	p__Firmicutes_A
s__Agathobacter sp000434275	2.36660756347162	420	#1B9E77	p__Firmicutes_A
s__Blautia sp000436935	2.371297296049146	360	#1B9E77	p__Firmicutes_A
s__CAG-269 sp000435535	2.377847071138139	240	#1B9E77	p__Firmicutes_A
s__Faecalicatena sp900066545	2.382508281290834	400	#1B9E77	p__Firmicutes_A
s__CAG-81 sp900066785	2.3885552566240595	320	#1B9E77	p__Firmicutes_A
s__TF01-11 sp003529475	2.4014680685335508	260	#1B9E77	p__Firmicutes_A
s__Coprococcus_A catus	2.402394382156901	380	#1B9E77	p__Firmicutes_A
s__Agathobacter rectalis	2.4145708100913117	420	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_E	2.4169182806663994	340	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_G	2.425089065928963	280	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_H	2.426429264362745	300	#1B9E77	p__Firmicutes_A
s__Faecalibacterium prausnitzii_I	2.4269007058471956	360	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900066205	2.432773763748271	400	#1B9E77	p__Firmicutes_A
s__Anaerostipes hadrus	2.4452867303685184	220	#1B9E77	p__Firmicutes_A
s__Neobitarella massiliensis	2.450914689747947	160	#1B9E77	p__Firmicutes_A
s__Ruminiclostridium_C sp000435295	2.4513871096958555	320	#1B9E77	p__Firmicutes_A
s__Blautia_A sp900066335	2.4551942586878215	380	#1B9E77	p__Firmicutes_A
s__Ruminococcus_A sp003011855	2.456583729122846	180	#1B9E77	p__Firmicutes_A
s__Clostridium_Q sp003024715	2.461622875233867	240	#1B9E77	p__Firmicutes_A
s__Fusicatenibacter saccharivorans	2.4625340567110032	420	#1B9E77	p__Firmicutes_A
s__Blautia_A obeum	2.465727341017844	200	#1B9E77	p__Firmicutes_A
s__Blautia_A sp000436615	2.476193613752999	340	#1B9E77	p__Firmicutes_A
s__Blautia sp001304935	2.4790382575110765	260	#1B9E77	p__Firmicutes_A
s__CAG-603 sp900066105	2.482504115645245	360	#1B9E77	p__Firmicutes_A
s__Butyrivibrio_A sp000431815	2.483039246205707	400	#1B9E77	p__Firmicutes_A
s__CAG-83 sp000435555	2.4932716612476344	300	#1B9E77	p__Firmicutes_A
s__Fermentimonas massiliensis	2.4973095867011423	280	#D95F02	p__Bacteroidota
s__Dysgonomonas gadei	2.5032763983928463	140	#D95F02	p__Bacteroidota
s__Capnocytophaga ochracea	2.5079941352187425	380	#D95F02	p__Bacteroidota
s__Flavobacterium lindanitolerans	2.5104973033306948	420	#D95F02	p__Bacteroidota
s__Muribaculum sp001701195	2.5142189627676514	320	#D95F02	p__Bacteroidota
s__Porphyromonas sp001808555	2.514323944978297	60	#D95F02	p__Bacteroidota
s__Prevotella oralis	2.5191474519539367	120	#D95F02	p__Bacteroidota
s__CAG-485 sp002491165	2.5333047286631443	400	#D95F02	p__Bacteroidota
s__CAG-485 sp001701295	2.535468946839599	340	#D95F02	p__Bacteroidota
s__UBA7173 sp001701135	2.5363473869943096	220	#D95F02	p__Bacteroidota
s__Porphyromonas bennonis	2.5368951202672463	20	#D95F02	p__Bacteroidota
s__Porphyromonas uenonis	2.5381075254432943	360	#D95F02	p__Bacteroidota
s__F0040 sp000318095	2.5453986793295944	240	#D95F02	p__Bacteroidota
s__RC9 sp001915575	2.550305751046577	100	#D95F02	p__Bacteroidota
s__Dysgonomonas capnocytophagoides	2.5566084464886023	260	#D95F02	p__Bacteroidota
s__Chryseobacterium_B bovis	2.5584605499503863	420	#D95F02	p__Bacteroidota
s__CAG-485 sp000437495	2.5601140581325237	300	#D95F02	p__Bacteroidota
s__Porphyromonas endodontalis	2.5607940117496635	380	#D95F02	p__Bacteroidota
s__Muribaculum sp003150235	2.5670690395207405	200	#D95F02	p__Bacteroidota
s__Prevotella sp900317685	2.5687834667510527	180	#D95F02	p__Bacteroidota
s__Prevotella sp002481295	2.5695301074733212	280	#D95F02	p__Bacteroidota
s__Prevotella nigrescens	2.5765783958915387	160	#D95F02	p__Bacteroidota
s__Prevotella intermedia	2.577050815839447	320	#D95F02	p__Bacteroidota
s__Rikenella microfusus	2.5835702111205805	400	#D95F02	p__Bacteroidota
s__Dysgonomonas sp900079735	2.593710935241344	360	#D95F02	p__Bacteroidota
s__Duncaniella sp001701225	2.594744279926199	340	#D95F02	p__Bacteroidota
s__Alistipes_A indistinctus	2.606423796570078	420	#D95F02	p__Bacteroidota
s__CAG-1031 sp000431215	2.6077581124534825	80	#D95F02	p__Bacteroidota
s__Gabonibacter massiliensis	2.613593888280584	380	#D95F02	p__Bacteroidota
s__Prevotella buccalis	2.626956455017413	300	#D95F02	p__Bacteroidota
s__Butyricimonas sp900184685	2.627408043620101	220	#D95F02	p__Bacteroidota
s__Bacteroides neonati	2.6291744834253223	240	#D95F02	p__Bacteroidota
s__Alistipes sp900290115	2.6338356935780176	400	#D95F02	p__Bacteroidota
s__CAG-462 sp900291465	2.634178635466128	260	#D95F02	p__Bacteroidota
s__Prevotella sp002480935	2.639882668911243	320	#D95F02	p__Bacteroidota
s__Prevotella multisaccharivorax	2.6417506282455006	280	#D95F02	p__Bacteroidota
s__Alistipes sp900021155	2.6493143450393934	360	#D95F02	p__Bacteroidota
s__Prevotella amnii	2.6493969869319063	140	#D95F02	p__Bacteroidota
s__Prevotella sp002265625	2.6540196130127987	340	#D95F02	p__Bacteroidota
s__Alloprevotella tannerae	2.654387043189769	420	#D95F02	p__Bacteroidota
s__Prevotella sp002300055	2.665235872782318	40	#D95F02	p__Bacteroidota
s__Prevotella sp900316565	2.666393764811505	380	#D95F02	p__Bacteroidota
s__CAG-485 sp900321585	2.668410738023637	200	#D95F02	p__Bacteroidota
s__Parabacteroides timonensis	2.6809832043792596	180	#D95F02	p__Bacteroidota
s__F082 sp002633315	2.684101176035454	400	#D95F02	p__Bacteroidota
s__Porphyromonas somerae	2.688963271066899	120	#D95F02	p__Bacteroidota
s__Porphyromonas asaccharolytica	2.693798851902302	300	#D95F02	p__Bacteroidota
s__Muribaculum sp002473395	2.70224210203513	160	#D95F02	p__Bacteroidota
s__UBA3388 sp002358835	2.7023502898094605	420	#D95F02	p__Bacteroidota
s__Porphyromonas uenonis_A	2.702714521983039	320	#D95F02	p__Bacteroidota
s__F0040 sp900095835	2.704917754837443	360	#D95F02	p__Bacteroidota
s__Prevotella salivae	2.711748824443654	260	#D95F02	p__Bacteroidota
s__Prevotella veroralis	2.7129502875210503	240	#D95F02	p__Bacteroidota
s__Bacteroides_A sp002161765	2.7132949460993987	340	#D95F02	p__Bacteroidota
s__Prevotella buccae	2.71397114901768	280	#D95F02	p__Bacteroidota
s__RC9 sp000432515	2.7184687002458916	220	#D95F02	p__Bacteroidota
s__RC9 sp000432655	2.719193641342426	380	#D95F02	p__Bacteroidota
s__Barnesiella sp003150885	2.734366658492891	400	#D95F02	p__Bacteroidota
s__Parabacteroides bouchesdurhonensis	2.750313536429152	420	#D95F02	p__Bacteroidota
s__CAG-617 sp000438115	2.7529891480523703	100	#D95F02	p__Bacteroidota
s__UBA1820 sp002314265	2.760521164635492	360	#D95F02	p__Bacteroidota
s__Prevotella jejuni	2.7606412487871914	300	#D95F02	p__Bacteroidota
s__Paramuribaculum sp001689535	2.765546375054835	320	#D95F02	p__Bacteroidota
s__CAG-873 sp001701165	2.7697524365265336	200	#D95F02	p__Bacteroidota
s__UBA7173_A sp001915385	2.771993517873347	380	#D95F02	p__Bacteroidota
s__RC9 sp000431015	2.7725702791859983	340	#D95F02	p__Bacteroidota
s__Alistipes timonensis	2.784632140950327	400	#D95F02	p__Bacteroidota
s__Parabacteroides sp000436495	2.7861916697898588	280	#D95F02	p__Bacteroidota
s__CAG-485 sp002361235	2.7893190134211796	260	#D95F02	p__Bacteroidota
s__Paramuribaculum sp000431155	2.7931829420074665	180	#D95F02	p__Bacteroidota
s__UBA1820 sp003150615	2.7955175754709667	140	#D95F02	p__Bacteroidota
s__Prevotella sp000435635	2.796726091616778	240	#D95F02	p__Bacteroidota
s__Prevotella bivia	2.7982767830488435	420	#D95F02	p__Bacteroidota
s__CAG-462 sp003489705	2.809529356871683	220	#D95F02	p__Bacteroidota
s__Muribaculum sp002358615	2.8161245744335415	360	#D95F02	p__Bacteroidota
s__Muribaculum sp002492595	2.8247933944042676	380	#D95F02	p__Bacteroidota
s__Prevotella sp000433175	2.8274836456720807	300	#D95F02	p__Bacteroidota
s__Prevotella timonensis	2.827905808178722	160	#D95F02	p__Bacteroidota
s__Bacteroides_A salanitronis	2.8283782281266308	320	#D95F02	p__Bacteroidota
s__Parabacteroides goldsteinii	2.8318456122725983	340	#D95F02	p__Bacteroidota
s__43-108 sp001915545	2.8348976234077643	400	#D95F02	p__Bacteroidota
s__Prevotella sp002251385	2.846240029668535	420	#D95F02	p__Bacteroidota
s__Butyricimonas sp900258545	2.858412190562038	280	#D95F02	p__Bacteroidota
s__Butyricimonas virosa	2.85877909017986	120	#D95F02	p__Bacteroidota
s__Bacteroides graminisolvens	2.8590855247406664	80	#D95F02	p__Bacteroidota
s__Bacteroides_A mediterraneensis	2.863389795377163	60	#D95F02	p__Bacteroidota
s__Tidjanibacter inops	2.8668892023987054	260	#D95F02	p__Bacteroidota
s__Bacteroides ndongoniae	2.87109413502943	200	#D95F02	p__Bacteroidota
s__CAG-617 sp000431275	2.8717279842315913	360	#D95F02	p__Bacteroidota
s__Bacteroides massiliensis	2.8775932709351886	380	#D95F02	p__Bacteroidota
s__Bacteroides cutis	2.8805018957125057	240	#D95F02	p__Bacteroidota
s__Butyricimonas synergistica	2.8851631058652005	400	#D95F02	p__Bacteroidota
s__Bacteroides_A sp900066445	2.8911209453591984	340	#D95F02	p__Bacteroidota
s__Parabacteroides gordonii	2.8912100811984263	320	#D95F02	p__Bacteroidota
s__Alistipes_A ihumii	2.8942032762882266	420	#D95F02	p__Bacteroidota
s__CAG-831 sp000432775	2.89432604255697	300	#D95F02	p__Bacteroidota
s__Bacteroides_A sp002161565	2.900590013497474	220	#D95F02	p__Bacteroidota
s__Prevotella sp002350355	2.9053826796356734	180	#D95F02	p__Bacteroidota
s__C941 sp900321725	2.9273313940296406	360	#D95F02	p__Bacteroidota
s__Barnesiella sp002159975	2.9303931474661096	380	#D95F02	p__Bacteroidota
s__K10 sp001689515	2.930632711334217	280	#D95F02	p__Bacteroidota
s__RC9 sp000433355	2.9354285883226376	400	#D95F02	p__Bacteroidota
s__CAG-279 sp000437795	2.9416381640100266	140	#D95F02	p__Bacteroidota
s__Prevotella sp002251365	2.942166522907918	420	#D95F02	p__Bacteroidota
s__Parabacteroides sp900155425	2.944459391376231	260	#D95F02	p__Bacteroidota
s__Prevotella disiens	2.950396278445798	340	#D95F02	p__Bacteroidota
s__Prevotella sp002299635	2.953569514322314	160	#D95F02	p__Bacteroidota
s__Prevotella sp900315955	2.954041934270222	320	#D95F02	p__Bacteroidota
s__Prevotella colorans	2.9556725450581633	100	#D95F02	p__Bacteroidota
s__Prevotella sp002251295	2.961168439441859	300	#D95F02	p__Bacteroidota
s__RC9 sp000435075	2.9642776998082336	240	#D95F02	p__Bacteroidota
s__RC9 sp000434935	2.9724358335323267	200	#D95F02	p__Bacteroidota
s__Coprobacter secundus	2.98293480382769	360	#D95F02	p__Bacteroidota
s__Bacteroides_A sp000432735	2.9831930239970306	380	#D95F02	p__Bacteroidota
s__Bacteroides_A sp900066455	2.985694070780074	400	#D95F02	p__Bacteroidota
s__Bacteroides_A plebeius	2.9901297695276097	420	#D95F02	p__Bacteroidota
s__Prevotella sp000431975	2.991650670123265	220	#D95F02	p__Bacteroidota
s__Butyricimonas sp002161485	3.0028532321063963	280	#D95F02	p__Bacteroidota
s__Prevotellamassilia sp000437675	3.009671611532398	340	#D95F02	p__Bacteroidota
s__K10 sp001941205	3.016873787342018	320	#D95F02	p__Bacteroidota
s__Muribaculum intestinale	3.0175824172638803	180	#D95F02	p__Bacteroidota
s__Prevotella oris	3.022029580353757	260	#D95F02	p__Bacteroidota
s__Paraprevotella clara	3.0280108363267484	300	#D95F02	p__Bacteroidota
s__Bacteroides_A sp000434735	3.0285949092928224	120	#D95F02	p__Bacteroidota
s__Bacteroides nordii	3.035959553237511	400	#D95F02	p__Bacteroidota
s__Coprobacter fastidiosus	3.0359929005279516	380	#D95F02	p__Bacteroidota
s__Paraprevotella xylaniphila	3.038093016147301	420	#D95F02	p__Bacteroidota
s__Bacteroides pyogenes	3.0385382136257393	360	#D95F02	p__Bacteroidota
s__Bacteroides_A barnesiae	3.0480535039039616	240	#D95F02	p__Bacteroidota
s__Prevotella denticola	3.0689469446189976	340	#D95F02	p__Bacteroidota
s__Odoribacter laneus	3.073777532035223	200	#D95F02	p__Bacteroidota
s__Bacteroides sp003545565	3.0750737528785757	280	#D95F02	p__Bacteroidota
s__Bacteroides bouchesdurhonensis	3.0792332204659054	160	#D95F02	p__Bacteroidota
s__Porphyromonas somerae_A	3.079705640413814	320	#D95F02	p__Bacteroidota
s__Bacteroides faecis	3.082711326749056	220	#D95F02	p__Bacteroidota
s__Bacteroides salyersiae	3.0860562627669927	420	#D95F02	p__Bacteroidota
s__Bacteroides eggerthii	3.086225035694947	400	#D95F02	p__Bacteroidota
s__Bacteroides_A ilei	3.087758752549087	140	#D95F02	p__Bacteroidota
s__Bacteroides intestinalis_A	3.088792777058872	380	#D95F02	p__Bacteroidota
s__Duncaniella sp001689425	3.0941416234237886	360	#D95F02	p__Bacteroidota
s__Bacteroides gallinarum	3.094853233211637	300	#D95F02	p__Bacteroidota
s__Prevotella melaninogenica	3.0995997693312827	260	#D95F02	p__Bacteroidota
s__Alistipes_A sp900240235	3.1104129370278497	80	#D95F02	p__Bacteroidota
s__Alistipes sp001941065	3.1282222777055977	340	#D95F02	p__Bacteroidota
s__Parabacteroides johnsonii	3.129782154892087	180	#D95F02	p__Bacteroidota
s__Odoribacter splanchnicus	3.131829307999689	240	#D95F02	p__Bacteroidota
s__Prevotella sp000436595	3.1340195093866843	420	#D95F02	p__Bacteroidota
s__Bacteroides fragilis_A	3.1364905181523843	400	#D95F02	p__Bacteroidota
s__Alistipes onderdonkii	3.141592653589793	380	#D95F02	p__Bacteroidota
s__Bacteroides togonis	3.14253749348561	320	#D95F02	p__Bacteroidota
