Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,SRA Study
SRR6915200,WGS,198,10241209234,PRJNA447983,SAMN08813952,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4939529197,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862810,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ60H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 33,SBJ60H,SRP136711
SRR6915206,WGS,198,3587512037,PRJNA447983,SAMN08814005,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1770376639,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862804,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF31,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 86,VF31,SRP136711
SRR6915208,WGS,198,6483930476,PRJNA447983,SAMN08814034,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3133083499,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862802,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF281,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 115,VF281,SRP136711
SRR6915209,WGS,198,8116955390,PRJNA447983,SAMN08814051,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3910918222,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862801,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF300,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 132,VF300,SRP136711
SRR6915210,WGS,198,3645416103,PRJNA447983,SAMN08814003,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1784256134,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862800,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF29,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 84,VF29,SRP136711
SRR6915211,WGS,198,6268384387,PRJNA447983,SAMN08813991,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3048551619,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862799,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF100,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 72,VF100,SRP136711
SRR6915212,WGS,197,2664489416,PRJNA447983,SAMN08813990,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1302974538,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862798,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF07,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 71,VF07,SRP136711
SRR6915213,WGS,197,4113773388,PRJNA447983,SAMN08813993,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1976584821,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",human,digestive system,stool,SRX3862797,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF107,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 74,VF107,SRP136711
SRR6915216,WGS,198,2534851633,PRJNA447983,SAMN08814007,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1236478887,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862794,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF35,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 88,VF35,SRP136711
SRR6915217,WGS,198,2137592353,PRJNA447983,SAMN08814054,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1059436853,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862793,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF140,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 135,VF140,SRP136711
SRR6915218,WGS,197,3255758142,PRJNA447983,SAMN08813995,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1589212065,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862792,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF120,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 76,VF120,SRP136711
SRR6915221,WGS,198,6100609609,PRJNA447983,SAMN08813988,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2975093841,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862789,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 69,VF04,SRP136711
SRR6915229,WGS,197,3091593783,PRJNA447983,SAMN08813984,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1524098798,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",human,digestive system,stool,SRX3862781,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,GF17,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 65,GF17,SRP136711
SRR6915092,WGS,198,2856227022,PRJNA447983,SAMN08814053,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1406209278,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",human,digestive system,stool,SRX3862918,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF10,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 134,VF10,SRP136711
SRR6915093,WGS,198,2238831799,PRJNA447983,SAMN08814037,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1092767331,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862917,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF232,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 118,VF232,SRP136711
SRR6915094,WGS,198,9691961893,PRJNA447983,SAMN08814031,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4717293542,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862916,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF217,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 112,VF217,SRP136711
SRR6915095,WGS,198,6667107549,PRJNA447983,SAMN08814036,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3202210906,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862915,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF216,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 117,VF216,SRP136711
SRR6915101,WGS,198,4612362125,PRJNA447983,SAMN08814039,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2221235095,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862909,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF251,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 120,VF251,SRP136711
SRR6915103,WGS,198,3502120927,PRJNA447983,SAMN08813971,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1700962905,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",human,digestive system,stool,SRX3862907,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ27C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 52,SBJ27C,SRP136711
SRR6915108,WGS,198,3491145970,PRJNA447983,SAMN08813963,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1668696270,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862902,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ21H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 44,SBJ21H,SRP136711
SRR6915109,WGS,198,6221628252,PRJNA447983,SAMN08813954,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3015095328,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862901,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ20C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 35,SBJ20C,SRP136711
SRR6915116,WGS,198,3902857335,PRJNA447983,SAMN08814042,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1999156764,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862894,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF170,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 123,VF170,SRP136711
SRR6915120,WGS,198,2421623709,PRJNA447983,SAMN08814000,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1178008604,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862890,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF176,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 81,VF176,SRP136711
SRR6915128,WGS,198,4452392988,PRJNA447983,SAMN08813942,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2207059775,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862882,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ49C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 23,SBJ49C,SRP136711
SRR6915129,WGS,198,2968281897,PRJNA447983,SAMN08813921,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1477164088,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862881,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ52C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 2,SBJ52C,SRP136711
SRR6915130,WGS,198,2322991771,PRJNA447983,SAMN08813959,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1141149252,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",human,digestive system,stool,SRX3862880,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ51C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 40,SBJ51C,SRP136711
SRR6915132,WGS,198,5690844677,PRJNA447983,SAMN08813961,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2763273825,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862878,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ42C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 42,SBJ42C,SRP136711
SRR6915133,WGS,198,3212896055,PRJNA447983,SAMN08813965,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1569366317,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",human,digestive system,stool,SRX3862877,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ47C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 46,SBJ47C,SRP136711
SRR6915138,WGS,198,3299268964,PRJNA447983,SAMN08814018,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1580192423,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",human,digestive system,stool,SRX3862872,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF66,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 99,VF66,SRP136711
SRR6915141,WGS,198,5280970488,PRJNA447983,SAMN08814015,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2532888009,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862869,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF56,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 96,VF56,SRP136711
SRR6915145,WGS,198,3278047051,PRJNA447983,SAMN08814011,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1589889363,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862865,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF43,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 92,VF43,SRP136711
SRR6915153,WGS,198,3091754774,PRJNA447983,SAMN08813940,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1495608353,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862857,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ29C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 21,SBJ29C,SRP136711
SRR6915159,WGS,198,2842274382,PRJNA447983,SAMN08814022,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1366364345,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862851,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF73,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 103,VF73,SRP136711
SRR6915161,WGS,198,3745651087,PRJNA447983,SAMN08814020,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1801816547,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862849,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF70,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 101,VF70,SRP136711
SRR6915167,WGS,198,2246421841,PRJNA447983,SAMN08813932,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1097508393,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862843,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ78H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 13,SBJ78H,SRP136711
SRR6915175,WGS,198,3730230606,PRJNA447983,SAMN08813969,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1807701820,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",human,digestive system,stool,SRX3862835,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ84H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 50,SBJ84H,SRP136711
SRR6915193,WGS,198,2455017055,PRJNA447983,SAMN08814041,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1184715005,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862817,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF255,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 122,VF255,SRP136711
SRR6915196,WGS,198,3870645130,PRJNA447983,SAMN08813970,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1887602638,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",human,digestive system,stool,SRX3862814,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ65H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 51,SBJ65H,SRP136711
SRR6915198,WGS,198,2081182055,PRJNA447983,SAMN08813950,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1021762052,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",human,digestive system,stool,SRX3862812,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ68H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 31,SBJ68H,SRP136711
SRR6915199,WGS,198,4136217301,PRJNA447983,SAMN08813920,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2031789594,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2016-01-11,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",human,digestive system,stool,SRX3862811,Italy,Europe,Italy: Milan,Homo sapiens,Illumina HiSeq 2500,45.414028 N 9.208268 E,SBJ57H,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 1,SBJ57H,SRP136711
SRR6915204,WGS,198,5541440379,PRJNA447983,SAMN08814004,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2714374705,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862806,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF30,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 85,VF30,SRP136711
SRR6915205,WGS,198,2713905711,PRJNA447983,SAMN08814006,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1303542229,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",human,digestive system,stool,SRX3862805,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF32,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 87,VF32,SRP136711
SRR6915207,WGS,198,10549012275,PRJNA447983,SAMN08814058,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5088565794,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",human,digestive system,stool,SRX3862803,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF28,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 139,VF28,SRP136711
SRR6915220,WGS,198,3923094695,PRJNA447983,SAMN08813996,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1896308262,ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS,2017-02-12,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",human,digestive system,stool,SRX3862790,Italy,Europe,Italy: Vercelli,Homo sapiens,Illumina HiSeq 2500,45.312990 N 8.422263 E,VF145,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2018-08-14T00:00:00Z,replicate = biological replicate 77,VF145,SRP136711
