Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA Study,Submitter_Id
ERR260178,WGS,202,5173989216,PRJEB1786,SAMEA1906553,3668821724,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234766,SAMEA1906553,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906553,47,ERP002469,47
ERR260179,WGS,202,4220008866,PRJEB1786,SAMEA1906442,2924922270,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234767,SAMEA1906442,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906442,48,ERP002469,48
ERR260180,WGS,202,3226205832,PRJEB1786,SAMEA1906431,2360268404,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234768,SAMEA1906431,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906431,49,ERP002469,49
ERR260181,WGS,202,5014212670,PRJEB1786,SAMEA1906479,3664254391,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234769,SAMEA1906479,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906479,50,ERP002469,50
ERR260182,WGS,202,4418154706,PRJEB1786,SAMEA1906455,3260311641,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234770,SAMEA1906455,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906455,51,ERP002469,51
ERR260183,WGS,202,4621291764,PRJEB1786,SAMEA1906534,3398063238,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234771,SAMEA1906534,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906534,52,ERP002469,52
ERR260184,WGS,202,4346089994,PRJEB1786,SAMEA1906498,3224407146,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234772,SAMEA1906498,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906498,53,ERP002469,53
ERR260185,WGS,202,4266979118,PRJEB1786,SAMEA1906523,3138866714,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234773,SAMEA1906523,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906523,54,ERP002469,54
ERR260186,WGS,202,4022382974,PRJEB1786,SAMEA1906495,2952613124,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234774,SAMEA1906495,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906495,55,ERP002469,55
ERR260187,WGS,202,2151950642,PRJEB1786,SAMEA1906468,1486750604,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234775,SAMEA1906468,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906468,56,ERP002469,56
ERR260188,WGS,202,4182939644,PRJEB1786,SAMEA1906444,3063761793,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234776,SAMEA1906444,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906444,57,ERP002469,57
ERR260189,WGS,202,3682643416,PRJEB1786,SAMEA1906436,2728847014,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234777,SAMEA1906436,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906436,58,ERP002469,58
ERR260190,WGS,202,4142624080,PRJEB1786,SAMEA1906422,3051951447,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234778,SAMEA1906422,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906422,59,ERP002469,59
ERR260191,WGS,202,4948806686,PRJEB1786,SAMEA1906574,3666168064,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234779,SAMEA1906574,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906574,60,ERP002469,60
ERR260192,WGS,202,3860516334,PRJEB1786,SAMEA1906557,2860090504,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234780,SAMEA1906557,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906557,61,ERP002469,61
ERR260193,WGS,202,2822317336,PRJEB1786,SAMEA1906539,2025878525,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234781,SAMEA1906539,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906539,62,ERP002469,62
ERR260194,WGS,202,4292398798,PRJEB1786,SAMEA1906524,3179014887,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234782,SAMEA1906524,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906524,63,ERP002469,63
ERR260195,WGS,202,2739388862,PRJEB1786,SAMEA1906477,1964002941,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234783,SAMEA1906477,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906477,64,ERP002469,64
ERR260196,WGS,202,4253796800,PRJEB1786,SAMEA1906426,3142050671,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234784,SAMEA1906426,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906426,65,ERP002469,65
ERR260197,WGS,202,4151530058,PRJEB1786,SAMEA1906440,3106527934,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234785,SAMEA1906440,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906440,66,ERP002469,66
ERR260198,WGS,202,4760622880,PRJEB1786,SAMEA1906548,3478007995,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234786,SAMEA1906548,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906548,67,ERP002469,67
ERR260199,WGS,202,3032782146,PRJEB1786,SAMEA1906570,2294602001,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234787,SAMEA1906570,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906570,68,ERP002469,68
ERR260200,WGS,202,3556340694,PRJEB1786,SAMEA1906577,2633900243,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234788,SAMEA1906577,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906577,69,ERP002469,69
ERR260201,WGS,202,4322020280,PRJEB1786,SAMEA1906514,3139443517,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234789,SAMEA1906514,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906514,70,ERP002469,70
ERR260202,WGS,202,3464254550,PRJEB1786,SAMEA1906545,2561443335,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234790,SAMEA1906545,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906545,71,ERP002469,71
ERR260203,WGS,202,2859467358,PRJEB1786,SAMEA1906531,2138273284,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234791,SAMEA1906531,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906531,72,ERP002469,72
ERR260204,WGS,202,2669086600,PRJEB1786,SAMEA1906503,1904181524,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234792,SAMEA1906503,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906503,73,ERP002469,73
ERR260205,WGS,202,3029874356,PRJEB1786,SAMEA1906565,2255079893,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234793,SAMEA1906565,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906565,74,ERP002469,74
ERR260206,WGS,202,2766721482,PRJEB1786,SAMEA1906424,2072171582,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234794,SAMEA1906424,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906424,75,ERP002469,75
ERR260207,WGS,202,3170606746,PRJEB1786,SAMEA1906446,2365673095,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234795,SAMEA1906446,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906446,76,ERP002469,76
ERR260208,WGS,202,3833173412,PRJEB1786,SAMEA1906462,2826714836,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234796,SAMEA1906462,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906462,77,ERP002469,77
ERR260209,WGS,202,2516923030,PRJEB1786,SAMEA1906484,1783170712,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234797,SAMEA1906484,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906484,78,ERP002469,78
ERR260210,WGS,202,3514734754,PRJEB1786,SAMEA1906528,2639971357,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234798,SAMEA1906528,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906528,79,ERP002469,79
ERR260211,WGS,202,3105065624,PRJEB1786,SAMEA1906501,2270765272,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234799,SAMEA1906501,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906501,80,ERP002469,80
ERR260214,WGS,202,3923443172,PRJEB1786,SAMEA1906579,2844007794,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234802,SAMEA1906579,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906579,83,ERP002469,83
ERR260215,WGS,202,1545961348,PRJEB1786,SAMEA1906432,1073374237,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234803,SAMEA1906432,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906432,84,ERP002469,84
ERR260216,WGS,202,979554560,PRJEB1786,SAMEA1906433,692314241,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234804,SAMEA1906433,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906433,85,ERP002469,85
ERR260217,WGS,202,1699498114,PRJEB1786,SAMEA1906420,1177947442,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234805,SAMEA1906420,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906420,86,ERP002469,86
ERR260218,WGS,202,1397757180,PRJEB1786,SAMEA1906556,967369525,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234806,SAMEA1906556,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906556,87,ERP002469,87
ERR260219,WGS,202,1153977722,PRJEB1786,SAMEA1906564,817656908,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234807,SAMEA1906564,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906564,88,ERP002469,88
ERR260220,WGS,202,2557243442,PRJEB1786,SAMEA1906510,1809362425,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234808,SAMEA1906510,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906510,89,ERP002469,89
ERR260221,WGS,202,1546072246,PRJEB1786,SAMEA1906530,1087781888,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234809,SAMEA1906530,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906530,90,ERP002469,90
ERR260222,WGS,202,1435723080,PRJEB1786,SAMEA1906544,991122269,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234810,SAMEA1906544,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906544,91,ERP002469,91
ERR260223,WGS,202,1266123274,PRJEB1786,SAMEA1906464,892975122,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234811,SAMEA1906464,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906464,92,ERP002469,92
ERR260224,WGS,202,2765273748,PRJEB1786,SAMEA1906493,1955563917,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234812,SAMEA1906493,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906493,93,ERP002469,93
ERR260225,WGS,202,1880622222,PRJEB1786,SAMEA1906418,1363576686,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234813,SAMEA1906418,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906418,94,ERP002469,94
ERR260226,WGS,202,2757221826,PRJEB1786,SAMEA1906569,1984819787,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234814,SAMEA1906569,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906569,95,ERP002469,95
ERR260227,WGS,202,2215989086,PRJEB1786,SAMEA1906576,1573140521,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234815,SAMEA1906576,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906576,96,ERP002469,96
