Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Month,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Subject
SRR5651442,WGS,200,1728614996,PRJNA385949,SAMN07200353,Metagenome or environmental,1015513207,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2888313,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST011_7_G103017,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:22:00Z,1,SKST011_7_G103017,SRP108708,SKST011
SRR5651443,WGS,199,1812513446,PRJNA385949,SAMN07200354,Metagenome or environmental,1091313334,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2888312,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST011_8_G103000,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:22:00Z,1,SKST011_8_G103000,SRP108708,SKST011
SRR5651444,WGS,200,3689461566,PRJNA385949,SAMN07200355,Metagenome or environmental,2134263839,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2888311,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_1_G102974,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:27:00Z,1,SKST012_1_G102974,SRP108708,SKST012
SRR5651445,WGS,200,2163084548,PRJNA385949,SAMN07200356,Metagenome or environmental,1252580143,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2888310,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_2_G102975,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:30:00Z,1,SKST012_2_G102975,SRP108708,SKST012
SRR5651446,WGS,200,2192845566,PRJNA385949,SAMN07200357,Metagenome or environmental,1268222421,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888309,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_3_G102950,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:26:00Z,1,SKST012_3_G102950,SRP108708,SKST012
SRR5651447,WGS,200,4830684685,PRJNA385949,SAMN07200358,Metagenome or environmental,2787290904,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2888308,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_4_G102954,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:37:00Z,1,SKST012_4_G102954,SRP108708,SKST012
SRR5651448,WGS,200,2837832533,PRJNA385949,SAMN07200359,Metagenome or environmental,1627428540,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2888307,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_5_G102992,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:25:00Z,1,SKST012_5_G102992,SRP108708,SKST012
SRR5651449,WGS,200,2256435809,PRJNA385949,SAMN07200360,Metagenome or environmental,1298579033,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2888306,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST012_6_G102997,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:23:00Z,1,SKST012_6_G102997,SRP108708,SKST012
SRR5651450,WGS,198,1373734456,PRJNA385949,SAMN07200361,Metagenome or environmental,812517194,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2888305,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST014_1_G102976,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:21:00Z,1,SKST014_1_G102976,SRP108708,SKST014
SRR5651451,WGS,200,2934300706,PRJNA385949,SAMN07200407,Metagenome or environmental,1707492688,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2888304,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST036_3_G103025,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:27:00Z,1,SKST036_3_G103025,SRP108708,SKST036
SRR5651452,WGS,199,127791821,PRJNA385949,SAMN07200406,Metagenome or environmental,75280499,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888303,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST036_2_G103020,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:19:00Z,1,SKST036_2_G103020,SRP108708,SKST036
SRR5651453,WGS,200,2962809737,PRJNA385949,SAMN07200409,Metagenome or environmental,1694719327,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2888302,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST037_2_G103023,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,SKST037_2_G103023,SRP108708,SKST037
SRR5651454,WGS,199,888690,PRJNA385949,SAMN07200408,Metagenome or environmental,605414,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2888301,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST037_1_G103019,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:18:00Z,1,SKST037_1_G103019,SRP108708,SKST037
SRR5651455,WGS,200,4258378697,PRJNA385949,SAMN07200403,Metagenome or environmental,2435050863,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2888300,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST032_4_G103008,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,SKST032_4_G103008,SRP108708,SKST032
SRR5651456,WGS,199,2483184378,PRJNA385949,SAMN07200402,Metagenome or environmental,1441994883,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2888299,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST032_3_G102989,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:25:00Z,1,SKST032_3_G102989,SRP108708,SKST032
SRR5651457,WGS,200,1575841078,PRJNA385949,SAMN07200405,Metagenome or environmental,922801991,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2888298,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST036_1_G103013,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:24:00Z,1,SKST036_1_G103013,SRP108708,SKST036
SRR5651458,WGS,200,3191985731,PRJNA385949,SAMN07200404,Metagenome or environmental,1831274580,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2888297,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST032_5_G103024,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,SKST032_5_G103024,SRP108708,SKST032
SRR5651459,WGS,200,1277445271,PRJNA385949,SAMN07200411,Metagenome or environmental,738384289,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2888296,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST041_1_G103005,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:23:00Z,1,SKST041_1_G103005,SRP108708,SKST041
SRR5651460,WGS,199,22094593,PRJNA385949,SAMN07200410,Metagenome or environmental,12985819,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2888295,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST037_3_G103026,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:20:00Z,1,SKST037_3_G103026,SRP108708,SKST037
SRR5651461,WGS,200,3788227997,PRJNA385949,SAMN07200412,Metagenome or environmental,2180107962,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888294,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST041_2_G103027,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:32:00Z,1,SKST041_2_G103027,SRP108708,SKST041
SRR5651462,WGS,200,3869584514,PRJNA385949,SAMN07200413,Metagenome or environmental,2239234868,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2888293,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST041_3_G103028,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:32:00Z,1,SKST041_3_G103028,SRP108708,SKST041
SRR5651463,WGS,200,2886140786,PRJNA385949,SAMN07200340,Metagenome or environmental,1660982127,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2888292,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST010_2_G102969,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:26:00Z,1,SKST010_2_G102969,SRP108708,SKST010
SRR5651464,WGS,200,955334283,PRJNA385949,SAMN07200341,Metagenome or environmental,556158817,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2888291,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST010_3_G102970,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:22:00Z,1,SKST010_3_G102970,SRP108708,SKST010
SRR5651465,WGS,200,2471538532,PRJNA385949,SAMN07200338,Metagenome or environmental,1422405217,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2888290,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_8_G102999,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:27:00Z,1,SKST007_8_G102999,SRP108708,SKST007
SRR5651466,WGS,200,2945332394,PRJNA385949,SAMN07200339,Metagenome or environmental,1704529302,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2888289,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST010_1_G102968,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,SKST010_1_G102968,SRP108708,SKST010
SRR5651467,WGS,200,3348547001,PRJNA385949,SAMN07200336,Metagenome or environmental,1917895439,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2888288,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_6_G102995,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:27:00Z,1,SKST007_6_G102995,SRP108708,SKST007
SRR5651468,WGS,200,3982927506,PRJNA385949,SAMN07200337,Metagenome or environmental,2322341593,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888287,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_7_G103016,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:32:00Z,1,SKST007_7_G103016,SRP108708,SKST007
SRR5651469,WGS,200,3574561472,PRJNA385949,SAMN07200334,Metagenome or environmental,2078246482,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2888286,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_3_G102949,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:38:00Z,1,SKST007_3_G102949,SRP108708,SKST007
SRR5651470,WGS,200,4529145321,PRJNA385949,SAMN07200335,Metagenome or environmental,2608404359,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2888285,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_4_G102948,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:33:00Z,1,SKST007_4_G102948,SRP108708,SKST007
SRR5651471,WGS,200,3136203607,PRJNA385949,SAMN07200332,Metagenome or environmental,1816353111,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2888284,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_1_G102966,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,SKST007_1_G102966,SRP108708,SKST007
SRR5651472,WGS,200,3090591843,PRJNA385949,SAMN07200333,Metagenome or environmental,1790914661,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2888283,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST007_2_G102967,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:29:00Z,1,SKST007_2_G102967,SRP108708,SKST007
SRR5651473,WGS,198,356887418,PRJNA385949,SAMN07200391,Metagenome or environmental,214911446,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888282,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST027_10_G102936,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:21:00Z,1,SKST027_10_G102936,SRP108708,SKST027
SRR5651474,WGS,200,2018606010,PRJNA385949,SAMN07200390,Metagenome or environmental,1172369942,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2888281,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_9_G103021,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:24:00Z,1,SKST025_9_G103021,SRP108708,SKST025
SRR5651475,WGS,200,3694744912,PRJNA385949,SAMN07200385,Metagenome or environmental,2144190815,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2888280,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_2_G102986,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:29:00Z,1,SKST025_2_G102986,SRP108708,SKST025
SRR5651476,WGS,200,1835371478,PRJNA385949,SAMN07200384,Metagenome or environmental,1073203143,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2888279,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_1_G102983,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:24:00Z,1,SKST025_1_G102983,SRP108708,SKST025
SRR5651477,WGS,197,1188491,PRJNA385949,SAMN07200383,Metagenome or environmental,810468,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2888278,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_10_G103030,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:20:00Z,1,SKST025_10_G103030,SRP108708,SKST025
SRR5651478,WGS,199,823698988,PRJNA385949,SAMN07200382,Metagenome or environmental,482319302,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2888277,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST024_8_G103031,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:25:00Z,1,SKST024_8_G103031,SRP108708,SKST024
SRR5651479,WGS,199,52424690,PRJNA385949,SAMN07200389,Metagenome or environmental,30501139,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2888276,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_6_G103010,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:20:00Z,1,SKST025_6_G103010,SRP108708,SKST025
SRR5651480,WGS,199,1808844628,PRJNA385949,SAMN07200388,Metagenome or environmental,1043751489,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2888275,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_5_G103006,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:26:00Z,1,SKST025_5_G103006,SRP108708,SKST025
SRR5651481,WGS,200,1242356204,PRJNA385949,SAMN07200387,Metagenome or environmental,715766978,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2888274,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_4_G102939,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:23:00Z,1,SKST025_4_G102939,SRP108708,SKST025
SRR5651482,WGS,199,2959858511,PRJNA385949,SAMN07200386,Metagenome or environmental,1722306902,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2888273,USA,North America,USA:Atlanta,Illumina HiSeq 2000,stool,33.7921 N 84.3214 W,SKST025_3_G102942,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:29:00Z,1,SKST025_3_G102942,SRP108708,SKST025
SRR5650021,WGS,199,3320167296,PRJNA385949,SAMN07199956,Metagenome or environmental,1375985183,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887236,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8883_mo6,SRP108708,p8883
SRR5650022,WGS,199,2888819400,PRJNA385949,SAMN07199992,Metagenome or environmental,1199016185,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887235,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:45:00Z,1,p9223_mo4,SRP108708,p9223
SRR5650023,WGS,198,3553994671,PRJNA385949,SAMN07199991,Metagenome or environmental,1346694806,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2887234,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:58:00Z,1,p9223_mo3,SRP108708,p9223
SRR5650024,WGS,198,4050562825,PRJNA385949,SAMN07199990,Metagenome or environmental,1546171965,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887233,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:58:00Z,1,p9223_mo2,SRP108708,p9223
SRR5650025,WGS,198,3920680427,PRJNA385949,SAMN07199989,Metagenome or environmental,1492439418,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887232,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:54:00Z,1,p9223_mo1,SRP108708,p9223
SRR5650026,WGS,198,1192711557,PRJNA385949,SAMN07199988,Metagenome or environmental,456036003,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887231,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:44:00Z,1,p9220_mo7,SRP108708,p9220
SRR5650027,WGS,196,4281678085,PRJNA385949,SAMN07199987,Metagenome or environmental,1738337602,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887230,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p9220_mo6,SRP108708,p9220
SRR5650028,WGS,198,4312472068,PRJNA385949,SAMN07199986,Metagenome or environmental,1642818380,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2887229,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p9220_mo5,SRP108708,p9220
SRR5650029,WGS,196,4356897499,PRJNA385949,SAMN07199985,Metagenome or environmental,1757696175,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887228,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:03:00Z,1,p9220_mo4,SRP108708,p9220
SRR5650030,WGS,198,2512820257,PRJNA385949,SAMN07199984,Metagenome or environmental,1077412205,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887227,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:45:00Z,1,p9220_mo3,SRP108708,p9220
SRR5650031,WGS,198,2441542962,PRJNA385949,SAMN07199983,Metagenome or environmental,940988765,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887226,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9220mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:44:00Z,1,p9220_mo2,SRP108708,p9220
