Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR18490987,WGS,300,9337807200,PRJNA820119,SAMN26980215,Metagenome or environmental,3030464164,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622741,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.173 E,META20IMWJ27_TD71,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:55:00Z,1,META20IMWJ27_TD71,SRP366030
SRR18490988,WGS,300,8857857900,PRJNA820119,SAMN26980062,Metagenome or environmental,2918248684,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622740,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.20 E,META20IMWJ28_CD18,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:31:00Z,1,META20IMWJ28_CD18,SRP366030
SRR18490989,WGS,300,7551681600,PRJNA820119,SAMN26980214,Metagenome or environmental,2478975140,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622739,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.172 E,META20IMWJ27_TD70,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,META20IMWJ27_TD70,SRP366030
SRR18490990,WGS,300,9192198000,PRJNA820119,SAMN26980213,Metagenome or environmental,2939572458,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622738,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.171 E,META20IMWJ27_TD69,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:40:00Z,1,META20IMWJ27_TD69,SRP366030
SRR18490991,WGS,300,8762326800,PRJNA820119,SAMN26980212,Metagenome or environmental,2859917314,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622737,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.170 E,META20IMWJ27_TD68,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD68,SRP366030
SRR18490992,WGS,300,8273067000,PRJNA820119,SAMN26980211,Metagenome or environmental,2693582680,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622736,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.169 E,META20IMWJ27_TD67,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:43:00Z,1,META20IMWJ27_TD67,SRP366030
SRR18490993,WGS,300,10606631700,PRJNA820119,SAMN26980210,Metagenome or environmental,3452022898,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622735,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.168 E,META20IMWJ27_TD66,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-25T23:49:00Z,1,META20IMWJ27_TD66,SRP366030
SRR18490994,WGS,300,10155814500,PRJNA820119,SAMN26980209,Metagenome or environmental,3340988850,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622734,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.167 E,META20IMWJ27_TD65,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-25T23:47:00Z,1,META20IMWJ27_TD65,SRP366030
SRR18490995,WGS,300,10487758800,PRJNA820119,SAMN26980208,Metagenome or environmental,3425585415,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622733,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.166 E,META20IMWJ27_TD64,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD64,SRP366030
SRR18490996,WGS,300,11526258900,PRJNA820119,SAMN26980207,Metagenome or environmental,3779042296,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622732,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.165 E,META20IMWJ27_TD63,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-26T00:08:00Z,1,META20IMWJ27_TD63,SRP366030
SRR18490997,WGS,300,7801064700,PRJNA820119,SAMN26980206,Metagenome or environmental,2524438279,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622731,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.164 E,META20IMWJ27_TD62,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:25:00Z,1,META20IMWJ27_TD62,SRP366030
SRR18490998,WGS,300,8941588200,PRJNA820119,SAMN26980205,Metagenome or environmental,2939241799,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622730,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.163 E,META20IMWJ27_TD61,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD61,SRP366030
SRR18490999,WGS,300,9909809100,PRJNA820119,SAMN26980061,Metagenome or environmental,3239542557,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622729,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.19 E,META20IMWJ28_CD17,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:46:00Z,1,META20IMWJ28_CD17,SRP366030
SRR18491000,WGS,300,8848251300,PRJNA820119,SAMN26980204,Metagenome or environmental,2925490348,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622728,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.162 E,META20IMWJ27_TD60,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,META20IMWJ27_TD60,SRP366030
SRR18491001,WGS,300,8097492900,PRJNA820119,SAMN26980203,Metagenome or environmental,2666689953,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622727,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.161 E,META20IMWJ27_TD59,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,META20IMWJ27_TD59,SRP366030
SRR18491002,WGS,300,8623453500,PRJNA820119,SAMN26980202,Metagenome or environmental,2828901945,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622726,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.160 E,META20IMWJ27_TD58,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:38:00Z,1,META20IMWJ27_TD58,SRP366030
SRR18491003,WGS,300,9744506700,PRJNA820119,SAMN26980201,Metagenome or environmental,3199851872,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622725,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.159 E,META20IMWJ27_TD57,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,META20IMWJ27_TD57,SRP366030
SRR18491004,WGS,300,8253771300,PRJNA820119,SAMN26980200,Metagenome or environmental,2713442155,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622724,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.158 E,META20IMWJ27_TD56,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:39:00Z,1,META20IMWJ27_TD56,SRP366030
SRR18491005,WGS,300,7824517500,PRJNA820119,SAMN26980199,Metagenome or environmental,2563130918,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622723,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.157 E,META20IMWJ27_TD55,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,META20IMWJ27_TD55,SRP366030
SRR18491006,WGS,300,8767067100,PRJNA820119,SAMN26980198,Metagenome or environmental,2838667446,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622722,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.156 E,META20IMWJ27_TD54,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:33:00Z,1,META20IMWJ27_TD54,SRP366030
SRR18491007,WGS,300,10299612300,PRJNA820119,SAMN26980197,Metagenome or environmental,3345790627,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622721,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.155 E,META20IMWJ27_TD53,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD53,SRP366030
SRR18491008,WGS,300,8095293600,PRJNA820119,SAMN26980196,Metagenome or environmental,2643268609,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622692,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.154 E,META20IMWJ27_TD52,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,META20IMWJ27_TD52,SRP366030
SRR18491009,WGS,10673,4600375894,PRJNA820119,SAMN26980372,Metagenome or environmental,4196282142,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622719,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.330 E,TD28,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,TD28,SRP366030
SRR18491010,WGS,6481,3158452951,PRJNA820119,SAMN26980371,Metagenome or environmental,2866455878,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622718,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.329 E,TD27,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,TD27,SRP366030
SRR18491011,WGS,9387,8517374230,PRJNA820119,SAMN26980370,Metagenome or environmental,7753310723,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX14622717,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.328 E,TD26,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:31:00Z,1,TD26,SRP366030
SRR18491012,WGS,5657,3904024133,PRJNA820119,SAMN26980369,Metagenome or environmental,3570524829,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622716,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.327 E,TD25,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,TD25,SRP366030
SRR18491013,WGS,6592,6401982188,PRJNA820119,SAMN26980368,Metagenome or environmental,5868478463,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX14622715,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.326 E,TD24,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:23:00Z,1,TD24,SRP366030
SRR18491014,WGS,6793,4099062620,PRJNA820119,SAMN26980367,Metagenome or environmental,3705215526,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622714,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.325 E,TD23,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:21:00Z,1,TD23,SRP366030
SRR18491015,WGS,6638,1515809103,PRJNA820119,SAMN26980366,Metagenome or environmental,1372615935,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX14622713,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.324 E,TD22,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,TD22,SRP366030
SRR18491016,WGS,6535,4967990177,PRJNA820119,SAMN26980365,Metagenome or environmental,4507770296,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14622712,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.323 E,TD21,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,TD21,SRP366030
SRR18491017,WGS,300,8514621300,PRJNA820119,SAMN26980077,Metagenome or environmental,2773375201,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622711,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.35 E,META20IMWJ28_CD33,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:44:00Z,1,META20IMWJ28_CD33,SRP366030
SRR18491018,WGS,8803,8928325342,PRJNA820119,SAMN26980364,Metagenome or environmental,8114749282,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX14622710,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.322 E,TD20,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:26:00Z,1,TD20,SRP366030
SRR18491019,WGS,8070,5810312416,PRJNA820119,SAMN26980363,Metagenome or environmental,5275741400,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622709,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.321 E,TD19,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:22:00Z,1,TD19,SRP366030
SRR18491020,WGS,7905,5351309582,PRJNA820119,SAMN26980362,Metagenome or environmental,4850282491,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX14622708,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.320 E,TD18,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:25:00Z,1,TD18,SRP366030
SRR18491021,WGS,7153,6639283444,PRJNA820119,SAMN26980361,Metagenome or environmental,6015904308,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622707,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.319 E,TD17,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:23:00Z,1,TD17,SRP366030
SRR18491022,WGS,7277,6125061954,PRJNA820119,SAMN26980360,Metagenome or environmental,5552821061,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622706,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.318 E,TD16,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,TD16,SRP366030
SRR18491023,WGS,6819,3067062842,PRJNA820119,SAMN26980359,Metagenome or environmental,2811297863,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX14622705,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.317 E,TD15,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,TD15,SRP366030
SRR18491024,WGS,5351,6701309848,PRJNA820119,SAMN26980358,Metagenome or environmental,6080353478,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622704,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.316 E,TD14,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:22:00Z,1,TD14,SRP366030
SRR18491025,WGS,7156,5913898038,PRJNA820119,SAMN26980357,Metagenome or environmental,5362156370,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622703,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.315 E,TD13,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,TD13,SRP366030
SRR18491026,WGS,7894,7194836562,PRJNA820119,SAMN26980356,Metagenome or environmental,6524357553,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622702,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.314 E,TD12,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,TD12,SRP366030
SRR18491027,WGS,7776,6747004984,PRJNA820119,SAMN26980355,Metagenome or environmental,6117842094,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX14622701,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.313 E,TD11,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,TD11,SRP366030
SRR18491028,WGS,300,8727323400,PRJNA820119,SAMN26980076,Metagenome or environmental,2863916707,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622700,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.34 E,META20IMWJ28_CD32,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:26:00Z,1,META20IMWJ28_CD32,SRP366030
SRR18491029,WGS,10267,6500472386,PRJNA820119,SAMN26980354,Metagenome or environmental,5886102834,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622699,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.312 E,TD10,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,TD10,SRP366030
SRR18491030,WGS,8771,6418268496,PRJNA820119,SAMN26980353,Metagenome or environmental,5817316192,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622698,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.311 E,TD9,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,TD9,SRP366030
SRR18491031,WGS,9440,6810282035,PRJNA820119,SAMN26980352,Metagenome or environmental,6170488257,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622697,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.310 E,TD8,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,TD8,SRP366030
SRR18491032,WGS,9001,6389471836,PRJNA820119,SAMN26980351,Metagenome or environmental,5784373995,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX14622696,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.309 E,TD7,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,TD7,SRP366030
SRR18491033,WGS,7332,4062656251,PRJNA820119,SAMN26980350,Metagenome or environmental,3678757439,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14622695,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.308 E,TD6,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:21:00Z,1,TD6,SRP366030
SRR18491034,WGS,7694,7903977564,PRJNA820119,SAMN26980349,Metagenome or environmental,7154999557,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622694,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.307 E,TD5,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,TD5,SRP366030
SRR18491035,WGS,6088,7044924323,PRJNA820119,SAMN26980348,Metagenome or environmental,6427291526,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622693,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.306 E,TD4,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:28:00Z,1,TD4,SRP366030
