Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,sequencing_method,SRA Study,Submitter_Id
ERR688431,WGS,82,90198008,PRJEB7774,SAMEA3136731,93381900,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633432,SAMEA3136731,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021633-26,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136731,31877,Illumina,ERP008729,31877
ERR688432,WGS,77,157184918,PRJEB7774,SAMEA3136729,170341084,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633433,SAMEA3136729,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021664-24,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136729,31878,Illumina,ERP008729,31878
ERR688433,WGS,80,88069527,PRJEB7774,SAMEA3136767,94968410,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633434,SAMEA3136767,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021647-94,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136767,31879,Illumina,ERP008729,31879
ERR688434,WGS,86,55290620,PRJEB7774,SAMEA3136761,55405553,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633435,SAMEA3136761,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021715-16,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136761,31880,Illumina,ERP008729,31880
ERR688435,WGS,82,111787133,PRJEB7774,SAMEA3136725,116650042,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633436,SAMEA3136725,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021630-17,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136725,31881,Illumina,ERP008729,31881
ERR688436,WGS,84,89520013,PRJEB7774,SAMEA3136763,94349650,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633437,SAMEA3136763,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021717-20,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136763,31883,Illumina,ERP008729,31883
ERR688437,WGS,88,71228008,PRJEB7774,SAMEA3136708,68985862,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633438,SAMEA3136708,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021942-133,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136708,530018,Illumina,ERP008729,530018
ERR688438,WGS,85,70231639,PRJEB7774,SAMEA3136696,69748110,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633439,SAMEA3136696,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021930-88,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136696,530026,Illumina,ERP008729,530026
ERR688439,WGS,89,63067961,PRJEB7774,SAMEA3136705,60359555,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633440,SAMEA3136705,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021939-113,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136705,530028,Illumina,ERP008729,530028
ERR688440,WGS,88,61527401,PRJEB7774,SAMEA3136687,58322445,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633441,SAMEA3136687,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021723-33,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136687,530002,Illumina,ERP008729,530002
ERR688441,WGS,91,55089762,PRJEB7774,SAMEA3136710,50773696,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633442,SAMEA3136710,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022088-140,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136710,530039,Illumina,ERP008729,530039
ERR688442,WGS,89,117162301,PRJEB7774,SAMEA3136721,110693684,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633443,SAMEA3136721,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021954-25,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136721,530041,Illumina,ERP008729,530041
ERR688443,WGS,89,62566695,PRJEB7774,SAMEA3136629,59455764,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633444,SAMEA3136629,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021960-39,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136629,530050,Illumina,ERP008729,530050
ERR688444,WGS,90,64856705,PRJEB7774,SAMEA3136661,60542014,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633445,SAMEA3136661,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022065-27,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136661,530052,Illumina,ERP008729,530052
ERR688445,WGS,87,110015407,PRJEB7774,SAMEA3136698,109738552,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633446,SAMEA3136698,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021932-90,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136698,530054,Illumina,ERP008729,530054
ERR688446,WGS,88,62433034,PRJEB7774,SAMEA3136675,60870914,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633447,SAMEA3136675,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022078-93,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136675,530055,Illumina,ERP008729,530055
ERR688447,WGS,86,87454481,PRJEB7774,SAMEA3136639,85634126,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633448,SAMEA3136639,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022044-93,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136639,530074,Illumina,ERP008729,530074
ERR688448,WGS,87,83970366,PRJEB7774,SAMEA3136678,82848840,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633449,SAMEA3136678,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022052-129,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136678,530075,Illumina,ERP008729,530075
ERR688449,WGS,85,106141705,PRJEB7774,SAMEA3136651,106117203,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633450,SAMEA3136651,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022056-142,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136651,530119,Illumina,ERP008729,530119
ERR688450,WGS,79,149234291,PRJEB7774,SAMEA3136695,161194606,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633451,SAMEA3136695,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021929-87,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136695,530142,Illumina,ERP008729,530142
ERR688451,WGS,87,92232107,PRJEB7774,SAMEA3136636,92956819,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633452,SAMEA3136636,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021967-88,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136636,530154,Illumina,ERP008729,530154
ERR688452,WGS,88,84966327,PRJEB7774,SAMEA3136655,83219755,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633453,SAMEA3136655,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022060-16,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136655,530163,Illumina,ERP008729,530163
ERR688453,WGS,77,186423295,PRJEB7774,SAMEA3136627,200327101,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633454,SAMEA3136627,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021958-36,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136627,530167,Illumina,ERP008729,530167
ERR688454,WGS,87,47061788,PRJEB7774,SAMEA3136682,46149778,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633455,SAMEA3136682,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021721-27,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136682,530168,Illumina,ERP008729,530168
ERR688455,WGS,92,69261426,PRJEB7774,SAMEA3136711,65383981,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633456,SAMEA3136711,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021944-142,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136711,530172,Illumina,ERP008729,530172
ERR688456,WGS,89,61510650,PRJEB7774,SAMEA3136631,59282313,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633457,SAMEA3136631,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021962-45,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136631,530177,Illumina,ERP008729,530177
ERR688457,WGS,85,58210922,PRJEB7774,SAMEA3136683,58212175,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633458,SAMEA3136683,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021722-32,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136683,530185,Illumina,ERP008729,530185
ERR688458,WGS,88,74635490,PRJEB7774,SAMEA3136666,70951806,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633459,SAMEA3136666,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022070-39,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136666,530215,Illumina,ERP008729,530215
ERR688459,WGS,91,86925954,PRJEB7774,SAMEA3136640,81647985,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633460,SAMEA3136640,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022045-94,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136640,530227,Illumina,ERP008729,530227
ERR688460,WGS,93,86075057,PRJEB7774,SAMEA3136649,78286143,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633461,SAMEA3136649,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022054-136,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136649,530251,Illumina,ERP008729,530251
ERR688461,WGS,88,84698402,PRJEB7774,SAMEA3136672,82311848,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633462,SAMEA3136672,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022074-87,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136672,530258,Illumina,ERP008729,530258
ERR688462,WGS,92,73985015,PRJEB7774,SAMEA3136709,67252894,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633463,SAMEA3136709,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021943-136,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136709,530262,Illumina,ERP008729,530262
ERR688463,WGS,89,106799839,PRJEB7774,SAMEA3136642,102709638,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633464,SAMEA3136642,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022047-102,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136642,530295,Illumina,ERP008729,530295
ERR688464,WGS,78,159969598,PRJEB7774,SAMEA3136694,174661443,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633465,SAMEA3136694,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021928-84,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136694,530297,Illumina,ERP008729,530297
ERR688465,WGS,87,56829538,PRJEB7774,SAMEA3136628,55634338,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633466,SAMEA3136628,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021959-37,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136628,530315,Illumina,ERP008729,530315
ERR688466,WGS,89,89959659,PRJEB7774,SAMEA3136719,85942100,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633467,SAMEA3136719,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021952-23,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136719,530323,Illumina,ERP008729,530323
ERR688467,WGS,87,78425703,PRJEB7774,SAMEA3136671,75952975,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633468,SAMEA3136671,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022431-84,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136671,530331,Illumina,ERP008729,530331
ERR688468,WGS,88,84007405,PRJEB7774,SAMEA3136720,81786858,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2015-03-05,2015-03-05,2018-11-16,2016-10-21,human gut,human-associated habitat,faeces,ERX633469,SAMEA3136720,Austria,Europe,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021953-24,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,SAMEA3136720,530348,Illumina,ERP008729,530348
